STOCK,PRICE,TIME
TDOC,228.88,2020-07-10 15:19:45.283020
OSTK,47.1,2020-07-10 15:31:57.554181
ZM,274.14,2020-07-10 15:32:02.593020
TSLA,1410.94,2020-07-10 15:32:08.647793
CLDR,12.52,2020-07-10 15:32:13.922902
FREQ,23.1,2020-07-10 15:32:19.737873
FSLY,97.05,2020-07-10 15:32:25.811563
TTD,458.78,2020-07-10 15:32:31.871723
PLUG,9.28,2020-07-10 15:32:37.587132
DOCU,211.13,2020-07-10 15:32:47.583061
AMZN,3189.43,2020-07-10 15:32:53.090042
AVLR,139.38,2020-07-10 15:32:59.137423
COUP,309.88,2020-07-10 15:33:04.548120
MSCI,369.66,2020-07-10 15:33:19.331617
ACAD,56.0,2020-07-10 15:33:25.395092
TDOC,228.68,2020-07-10 15:33:31.459268
PYPL,179.49,2020-07-10 15:33:37.516135
MKTX,541.99,2020-07-10 15:33:43.037001
NFLX,523.52,2020-07-10 15:33:48.506568
SPOT,276.8,2020-07-10 15:33:52.901804
ATVI,80.49,2020-07-10 15:33:57.886365
FTCH,21.55,2020-07-10 15:34:02.981594
UPWK,16.24,2020-07-10 15:34:12.767582
ESTC,96.18,2020-07-10 15:34:14.775725
OSTK,47.94,2020-07-10 16:01:02.947426
ZM,273.86,2020-07-10 16:01:03.807890
TSLA,1416.13,2020-07-10 16:01:04.745092
CLDR,12.6,2020-07-10 16:01:05.469041
FREQ,23.39,2020-07-10 16:01:06.142631
FSLY,96.78,2020-07-10 16:01:07.115494
TTD,457.16,2020-07-10 16:01:07.903047
PLUG,9.38,2020-07-10 16:01:08.592552
DOCU,210.81,2020-07-10 16:01:09.388251
AMZN,3174.24,2020-07-10 16:01:10.124161
AVLR,139.62,2020-07-10 16:01:10.836560
COUP,308.92,2020-07-10 16:01:11.621129
MSCI,368.72,2020-07-10 16:01:12.514479
ACAD,55.75,2020-07-10 16:01:13.297339
TDOC,228.58,2020-07-10 16:01:14.297856
PYPL,178.4,2020-07-10 16:01:15.465066
MKTX,540.6,2020-07-10 16:01:16.326364
NFLX,524.9,2020-07-10 16:01:17.141392
SPOT,274.2,2020-07-10 16:01:18.041757
ATVI,80.57,2020-07-10 16:01:18.954411
FTCH,21.27,2020-07-10 16:01:20.041629
UPWK,16.18,2020-07-10 16:01:21.142565
ESTC,96.25,2020-07-10 16:01:22.102950
OSTK,47.86,2020-07-10 16:02:57.235997
ZM,274.41,2020-07-10 16:02:58.049755
TSLA,1418.57,2020-07-10 16:02:58.810911
CLDR,12.63,2020-07-10 16:02:59.570053
FREQ,23.39,2020-07-10 16:03:00.346515
FSLY,97.41,2020-07-10 16:03:01.578807
TTD,457.51,2020-07-10 16:03:02.435871
PLUG,9.35,2020-07-10 16:03:03.397680
DOCU,211.88,2020-07-10 16:03:04.238158
AMZN,3178.18,2020-07-10 16:03:05.002662
AVLR,139.4,2020-07-10 16:03:05.857655
COUP,309.43,2020-07-10 16:03:06.747188
MSCI,368.95,2020-07-10 16:03:07.636855
ACAD,55.75,2020-07-10 16:03:08.404324
TDOC,228.5,2020-07-10 16:03:09.167184
PYPL,178.46,2020-07-10 16:03:10.096639
MKTX,539.76,2020-07-10 16:03:10.926713
NFLX,524.51,2020-07-10 16:03:12.007569
SPOT,274.58,2020-07-10 16:03:12.903081
ATVI,80.59,2020-07-10 16:03:14.441793
FTCH,21.25,2020-07-10 16:03:15.160287
UPWK,16.15,2020-07-10 16:03:16.078356
ESTC,96.02,2020-07-10 16:03:16.910989
OSTK,47.51,2020-07-10 16:08:07.096410
ZM,274.06,2020-07-10 16:08:08.547252
TSLA,1413.4,2020-07-10 16:08:09.423391
CLDR,12.54,2020-07-10 16:08:10.311593
FREQ,23.39,2020-07-10 16:08:11.463551
FSLY,98.3,2020-07-10 16:08:12.332229
TTD,455.77,2020-07-10 16:08:13.172221
PLUG,9.38,2020-07-10 16:08:14.051941
DOCU,211.27,2020-07-10 16:08:14.853520
AMZN,3176.06,2020-07-10 16:08:15.847921
AVLR,139.12,2020-07-10 16:08:16.789554
COUP,308.58,2020-07-10 16:08:18.603081
MSCI,368.86,2020-07-10 16:08:19.540362
ACAD,55.76,2020-07-10 16:08:20.401597
TDOC,228.25,2020-07-10 16:08:21.180934
PYPL,178.13,2020-07-10 16:08:22.037453
MKTX,538.61,2020-07-10 16:08:23.148751
NFLX,523.59,2020-07-10 16:08:23.984859
SPOT,274.14,2020-07-10 16:08:24.746352
ATVI,80.42,2020-07-10 16:08:25.546335
FTCH,21.12,2020-07-10 16:08:26.423338
UPWK,16.08,2020-07-10 16:08:27.204265
ESTC,96.01,2020-07-10 16:08:27.986024
OSTK,50.47,2020-07-13 14:39:36.422462
ZM,276.39,2020-07-13 14:39:37.193285
TSLA,1740.58,2020-07-13 14:39:38.320670
CLDR,12.38,2020-07-13 14:39:39.199869
FREQ,22.7,2020-07-13 14:39:40.083011
FSLY,95.23,2020-07-13 14:39:41.097978
TTD,471.8,2020-07-13 14:39:42.111490
PLUG,9.4,2020-07-13 14:39:42.866292
DOCU,205.76,2020-07-13 14:39:43.637290
AMZN,3266.03,2020-07-13 14:39:44.453880
AVLR,137.95,2020-07-13 14:39:45.350279
COUP,309.95,2020-07-13 14:39:46.118231
MSCI,376.8,2020-07-13 14:39:46.878891
ACAD,55.48,2020-07-13 14:39:47.721902
TDOC,235.7,2020-07-13 14:39:48.630517
PYPL,178.65,2020-07-13 14:39:49.462597
MKTX,538.01,2020-07-13 14:39:50.688322
NFLX,567.44,2020-07-13 14:39:51.604198
SPOT,282.5,2020-07-13 14:39:52.489197
ATVI,81.57,2020-07-13 14:39:53.386862
FTCH,21.26,2020-07-13 14:39:54.322193
UPWK,16.14,2020-07-13 14:39:55.279161
ESTC,96.53,2020-07-13 14:39:56.106324
OSTK,50.46,2020-07-13 14:41:25.069134
OSTK,50.25,2020-07-13 14:41:51.639483
OSTK,50.14,2020-07-13 14:42:33.880722
OSTK,50.25,2020-07-13 14:43:17.453712
ZM,276.0,2020-07-13 14:43:18.479217
TSLA,1747.62,2020-07-13 14:43:19.247988
CLDR,12.29,2020-07-13 14:43:20.094992
FREQ,22.7,2020-07-13 14:43:21.316661
FSLY,94.19,2020-07-13 14:43:22.108154
TTD,471.2,2020-07-13 14:43:23.075411
PLUG,9.28,2020-07-13 14:43:23.818468
DOCU,205.86,2020-07-13 14:43:24.581061
AMZN,3286.79,2020-07-13 14:43:25.390928
AVLR,137.75,2020-07-13 14:43:26.809448
COUP,309.26,2020-07-13 14:43:27.626461
MSCI,376.83,2020-07-13 14:43:28.413182
ACAD,55.41,2020-07-13 14:43:29.338564
TDOC,235.0,2020-07-13 14:43:30.300743
PYPL,179.05,2020-07-13 14:43:31.584631
MKTX,540.25,2020-07-13 14:43:32.584549
NFLX,570.9,2020-07-13 14:43:33.494867
SPOT,284.6,2020-07-13 14:43:34.320209
ATVI,81.82,2020-07-13 14:43:35.331972
FTCH,21.18,2020-07-13 14:43:36.230378
UPWK,16.11,2020-07-13 14:43:37.693705
ESTC,96.53,2020-07-13 14:43:38.563976
OSTK,50.21,2020-07-13 14:43:56.847238
ZM,275.93,2020-07-13 14:43:58.176675
TSLA,1742.12,2020-07-13 14:43:59.127166
CLDR,12.27,2020-07-13 14:44:00.065699
FREQ,22.7,2020-07-13 14:44:00.925480
FSLY,94.0,2020-07-13 14:44:01.773647
TTD,471.39,2020-07-13 14:44:02.511865
OSTK,50.24,2020-07-13 14:44:17.254882
ZM,275.84,2020-07-13 14:44:18.079715
TSLA,1742.95,2020-07-13 14:44:19.068901
CLDR,12.22,2020-07-13 14:44:19.914442
FREQ,22.7,2020-07-13 14:44:20.701649
FSLY,93.31,2020-07-13 14:44:21.728264
TTD,472.84,2020-07-13 14:44:22.811006
PLUG,9.21,2020-07-13 14:44:23.670347
DOCU,206.07,2020-07-13 14:44:24.449007
AMZN,3290.0,2020-07-13 14:44:25.376154
AVLR,137.75,2020-07-13 14:44:26.143803
COUP,309.46,2020-07-13 14:44:26.938972
MSCI,376.83,2020-07-13 14:44:27.890378
ACAD,55.5,2020-07-13 14:44:29.236952
TDOC,235.49,2020-07-13 14:44:30.085989
PYPL,179.03,2020-07-13 14:44:31.048754
MKTX,540.25,2020-07-13 14:44:31.892024
NFLX,572.14,2020-07-13 14:44:33.042414
SPOT,284.14,2020-07-13 14:44:33.836513
ATVI,81.91,2020-07-13 14:44:34.641609
FTCH,21.23,2020-07-13 14:44:35.450291
UPWK,16.07,2020-07-13 14:44:36.486667
ESTC,96.78,2020-07-13 14:44:37.339092
OSTK,50.89,2020-07-13 14:46:03.998861
ZM,275.6,2020-07-13 14:46:04.856563
TSLA,1784.24,2020-07-13 14:46:05.634668
CLDR,12.19,2020-07-13 14:46:06.542876
FREQ,22.7,2020-07-13 14:46:07.751530
FSLY,93.64,2020-07-13 14:46:08.653130
TTD,474.24,2020-07-13 14:46:09.539435
PLUG,9.22,2020-07-13 14:46:10.271498
DOCU,206.52,2020-07-13 14:46:11.252691
AMZN,3294.5,2020-07-13 14:46:12.049727
AVLR,137.95,2020-07-13 14:46:12.945152
COUP,309.71,2020-07-13 14:46:13.743037
MSCI,377.61,2020-07-13 14:46:14.877277
ACAD,55.86,2020-07-13 14:46:15.793885
TDOC,235.13,2020-07-13 14:46:16.588034
PYPL,179.12,2020-07-13 14:46:17.632760
MKTX,542.84,2020-07-13 14:46:18.433509
NFLX,574.51,2020-07-13 14:46:19.264246
SPOT,284.9,2020-07-13 14:46:20.227121
ATVI,81.82,2020-07-13 14:46:21.501084
FTCH,21.21,2020-07-13 14:46:22.277579
UPWK,15.97,2020-07-13 14:46:23.386458
ESTC,96.71,2020-07-13 14:46:24.222834
OSTK,50.78,2020-07-13 14:46:52.266209
ZM,275.16,2020-07-13 14:46:53.424559
TSLA,1786.74,2020-07-13 14:46:54.364692
CLDR,12.19,2020-07-13 14:46:55.230986
FREQ,22.7,2020-07-13 14:46:56.148544
FSLY,93.35,2020-07-13 14:46:56.984358
TTD,473.25,2020-07-13 14:46:57.904419
PLUG,9.22,2020-07-13 14:46:58.771565
DOCU,206.17,2020-07-13 14:47:04.734625
AMZN,3286.66,2020-07-13 14:47:05.749430
AVLR,137.95,2020-07-13 14:47:06.710119
COUP,309.22,2020-07-13 14:47:08.523695
MSCI,377.61,2020-07-13 14:47:09.455588
ACAD,55.78,2020-07-13 14:47:10.538417
TDOC,235.0,2020-07-13 14:47:11.377049
PYPL,178.85,2020-07-13 14:47:12.408157
MKTX,542.84,2020-07-13 14:47:13.308567
NFLX,572.57,2020-07-13 14:47:14.225775
SPOT,283.9,2020-07-13 14:47:15.260987
ATVI,81.69,2020-07-13 14:47:16.163461
FTCH,21.12,2020-07-13 14:47:17.063270
UPWK,15.92,2020-07-13 14:47:17.929952
ESTC,96.25,2020-07-13 14:47:18.882883
OSTK,50.67,2020-07-13 14:48:04.944851
ZM,274.89,2020-07-13 14:48:05.829650
TSLA,1753.82,2020-07-13 14:48:06.662500
CLDR,12.15,2020-07-13 14:48:07.765452
FREQ,22.52,2020-07-13 14:48:08.654240
FSLY,92.13,2020-07-13 14:48:09.625115
TTD,470.94,2020-07-13 14:48:10.593939
PLUG,9.18,2020-07-13 14:48:11.337775
DOCU,205.89,2020-07-13 14:48:12.214057
AMZN,3273.1,2020-07-13 14:48:13.042917
AVLR,137.95,2020-07-13 14:48:13.817903
COUP,309.28,2020-07-13 14:48:14.787766
MSCI,377.57,2020-07-13 14:48:15.761254
ACAD,55.89,2020-07-13 14:48:16.545979
TDOC,235.9,2020-07-13 14:48:17.361620
PYPL,178.93,2020-07-13 14:48:18.133354
MKTX,541.1,2020-07-13 14:48:18.902494
NFLX,570.21,2020-07-13 14:48:19.754381
SPOT,283.67,2020-07-13 14:48:20.705747
ATVI,81.86,2020-07-13 14:48:21.427461
FTCH,21.08,2020-07-13 14:48:22.254345
UPWK,15.98,2020-07-13 14:48:23.045681
ESTC,96.35,2020-07-13 14:48:23.805271
OSTK,50.79,2020-07-13 14:48:46.552209
ZM,274.6,2020-07-13 14:48:47.426732
TSLA,1757.3,2020-07-13 14:48:48.229335
CLDR,12.15,2020-07-13 14:48:49.216045
FREQ,22.42,2020-07-13 14:48:50.300053
FSLY,91.28,2020-07-13 14:48:51.137491
TTD,472.19,2020-07-13 14:48:52.103244
PLUG,9.17,2020-07-13 14:48:52.907085
DOCU,205.99,2020-07-13 14:48:53.686626
AMZN,3278.68,2020-07-13 14:48:54.471074
AVLR,138.14,2020-07-13 14:48:55.274007
COUP,310.49,2020-07-13 14:48:56.244434
MSCI,378.15,2020-07-13 14:48:57.070988
ACAD,56.08,2020-07-13 14:48:57.843459
TDOC,235.68,2020-07-13 14:48:58.979235
PYPL,178.92,2020-07-13 14:48:59.833820
MKTX,542.39,2020-07-13 14:49:00.655447
NFLX,569.16,2020-07-13 14:49:01.815782
SPOT,283.95,2020-07-13 14:49:02.849869
ATVI,81.81,2020-07-13 14:49:03.676194
FTCH,21.09,2020-07-13 14:49:04.423047
UPWK,16.01,2020-07-13 14:49:05.214946
ESTC,96.35,2020-07-13 14:49:06.143032
OSTK,50.76,2020-07-13 14:50:57.439325
ZM,272.65,2020-07-13 14:50:58.325338
TSLA,1736.71,2020-07-13 14:50:59.265088
CLDR,12.14,2020-07-13 14:51:00.096082
FREQ,22.42,2020-07-13 14:51:00.890416
FSLY,90.64,2020-07-13 14:51:01.798377
TTD,470.26,2020-07-13 14:51:02.761734
PLUG,9.11,2020-07-13 14:51:03.617455
DOCU,205.5,2020-07-13 14:51:04.721272
AMZN,3277.26,2020-07-13 14:51:05.501976
AVLR,138.01,2020-07-13 14:51:06.277088
COUP,309.93,2020-07-13 14:51:07.317830
MSCI,378.86,2020-07-13 14:51:08.103380
ACAD,55.97,2020-07-13 14:51:08.905913
TDOC,234.32,2020-07-13 14:51:09.867156
PYPL,178.62,2020-07-13 14:51:10.702007
MKTX,542.65,2020-07-13 14:51:11.519689
NFLX,568.84,2020-07-13 14:51:12.276497
SPOT,282.88,2020-07-13 14:51:13.128581
ATVI,81.7,2020-07-13 14:51:14.188459
FTCH,21.09,2020-07-13 14:51:15.244510
UPWK,15.94,2020-07-13 14:51:16.031184
ESTC,95.87,2020-07-13 14:51:16.993433
OSTK,50.71,2020-07-13 14:51:38.012487
ZM,273.07,2020-07-13 14:51:38.804411
TSLA,1737.47,2020-07-13 14:51:39.904462
CLDR,12.12,2020-07-13 14:51:40.870826
FREQ,22.42,2020-07-13 14:51:41.844376
FSLY,90.73,2020-07-13 14:51:42.652722
TTD,470.09,2020-07-13 14:51:43.639337
PLUG,9.12,2020-07-13 14:51:44.689258
DOCU,204.76,2020-07-13 14:51:45.488353
AMZN,3278.76,2020-07-13 14:51:46.445319
AVLR,138.01,2020-07-13 14:51:48.391901
COUP,310.07,2020-07-13 14:51:49.490884
MSCI,378.86,2020-07-13 14:51:50.734446
ACAD,55.99,2020-07-13 14:51:51.532173
TDOC,233.45,2020-07-13 14:51:52.423823
PYPL,178.6,2020-07-13 14:51:53.328048
MKTX,542.65,2020-07-13 14:51:54.095536
NFLX,567.51,2020-07-13 14:51:55.041817
SPOT,282.84,2020-07-13 14:51:56.130945
ATVI,81.67,2020-07-13 14:51:56.862785
FTCH,21.06,2020-07-13 14:51:57.790868
UPWK,15.91,2020-07-13 14:51:58.796465
ESTC,96.09,2020-07-13 14:51:59.818472
OSTK,50.48,2020-07-13 14:52:06.800569
ZM,273.18,2020-07-13 14:52:08.072772
TSLA,1727.0,2020-07-13 14:52:08.940331
CLDR,12.13,2020-07-13 14:52:09.975314
FREQ,22.4,2020-07-13 14:52:10.932001
FSLY,90.3,2020-07-13 14:52:11.885169
TTD,470.46,2020-07-13 14:52:12.884141
PLUG,9.06,2020-07-13 14:52:13.617439
DOCU,204.78,2020-07-13 14:52:14.605026
AMZN,3272.27,2020-07-13 14:52:15.460058
AVLR,138.01,2020-07-13 14:52:16.220426
COUP,309.76,2020-07-13 14:52:17.143727
MSCI,378.86,2020-07-13 14:52:18.046439
ACAD,56.04,2020-07-13 14:52:18.930343
TDOC,233.83,2020-07-13 14:52:19.725192
PYPL,178.39,2020-07-13 14:52:20.565994
MKTX,542.65,2020-07-13 14:52:21.439211
NFLX,566.01,2020-07-13 14:52:22.259599
SPOT,282.67,2020-07-13 14:52:23.134000
ATVI,81.62,2020-07-13 14:52:24.018256
FTCH,21.0,2020-07-13 14:52:25.323377
UPWK,15.86,2020-07-13 14:52:26.080766
ESTC,96.09,2020-07-13 14:52:26.832789
OSTK,50.13,2020-07-13 14:58:07.269943
ZM,273.83,2020-07-13 14:58:08.267372
TSLA,1711.39,2020-07-13 14:58:09.447725
CLDR,12.07,2020-07-13 14:58:10.269471
FREQ,22.07,2020-07-13 14:58:11.109308
FSLY,89.49,2020-07-13 14:58:11.881359
TTD,469.67,2020-07-13 14:58:12.641722
PLUG,9.09,2020-07-13 14:58:13.395853
DOCU,204.68,2020-07-13 14:58:14.297560
AMZN,3281.36,2020-07-13 14:58:20.586967
AVLR,137.28,2020-07-13 14:58:21.410019
COUP,309.29,2020-07-13 14:58:22.212133
MSCI,377.55,2020-07-13 14:58:23.367052
ACAD,55.85,2020-07-13 14:58:24.197276
TDOC,234.48,2020-07-13 14:58:25.368973
PYPL,178.72,2020-07-13 14:58:26.227113
MKTX,542.65,2020-07-13 14:58:27.258369
NFLX,573.91,2020-07-13 14:58:28.195163
SPOT,283.07,2020-07-13 14:58:29.039254
ATVI,81.39,2020-07-13 14:58:29.864468
FTCH,20.91,2020-07-13 14:58:30.814260
UPWK,16.0,2020-07-13 14:58:31.725214
ESTC,95.9,2020-07-13 14:58:32.548376
OSTK,50.17,2020-07-13 14:59:26.864856
ZM,274.08,2020-07-13 14:59:27.703745
OSTK,49.82,2020-07-13 15:00:04.666997
ZM,274.27,2020-07-13 15:00:05.527988
TSLA,1718.98,2020-07-13 15:00:06.384658
CLDR,12.0,2020-07-13 15:00:07.404630
FREQ,21.86,2020-07-13 15:00:08.262544
OSTK,49.35,2020-07-13 15:02:08.161468
ZM,272.95,2020-07-13 15:02:09.512315
TSLA,1718.21,2020-07-13 15:02:10.411966
CLDR,11.97,2020-07-13 15:02:11.204956
FREQ,21.77,2020-07-13 15:02:12.222694
FSLY,89.3,2020-07-13 15:02:12.986683
TTD,464.74,2020-07-13 15:02:13.698726
PLUG,9.01,2020-07-13 15:02:14.443576
DOCU,203.23,2020-07-13 15:02:15.247134
AMZN,3271.49,2020-07-13 15:02:16.177580
AVLR,136.44,2020-07-13 15:02:17.008443
COUP,308.21,2020-07-13 15:02:17.883167
MSCI,378.65,2020-07-13 15:02:18.616377
ACAD,55.53,2020-07-13 15:02:19.886583
TDOC,234.31,2020-07-13 15:02:20.728320
PYPL,178.43,2020-07-13 15:02:21.725623
MKTX,540.69,2020-07-13 15:02:22.675869
NFLX,567.38,2020-07-13 15:02:23.731277
SPOT,281.77,2020-07-13 15:02:24.585573
ATVI,81.26,2020-07-13 15:02:25.649239
FTCH,20.76,2020-07-13 15:02:26.607443
UPWK,15.89,2020-07-13 15:02:27.359253
ESTC,95.15,2020-07-13 15:02:28.197357
OSTK,48.86,2020-07-13 15:26:09.199981
ZM,273.74,2020-07-13 15:26:10.047723
TSLA,1730.18,2020-07-13 15:26:11.016035
CLDR,12.07,2020-07-13 15:26:11.767995
FREQ,21.75,2020-07-13 15:26:12.855893
FSLY,90.12,2020-07-13 15:26:13.664250
TTD,467.54,2020-07-13 15:26:14.511774
PLUG,8.98,2020-07-13 15:26:15.287160
DOCU,203.48,2020-07-13 15:26:16.039450
AMZN,3279.39,2020-07-13 15:26:16.791860
AVLR,135.52,2020-07-13 15:26:17.815446
COUP,304.61,2020-07-13 15:26:18.689384
MSCI,375.75,2020-07-13 15:26:19.593954
ACAD,54.99,2020-07-13 15:26:20.351610
TDOC,234.58,2020-07-13 15:26:21.238549
PYPL,178.31,2020-07-13 15:26:22.345694
MKTX,539.87,2020-07-13 15:26:23.341072
NFLX,563.45,2020-07-13 15:26:24.185887
SPOT,280.07,2020-07-13 15:26:24.982744
ATVI,80.52,2020-07-13 15:26:25.791938
FTCH,20.75,2020-07-13 15:26:26.715197
UPWK,15.77,2020-07-13 15:26:27.545893
ESTC,94.66,2020-07-13 15:26:28.400649
OSTK,47.47,2020-07-13 16:52:07.794730
ZM,277.44,2020-07-13 16:52:08.674036
TSLA,1736.52,2020-07-13 16:52:09.458082
CLDR,12.14,2020-07-13 16:52:10.248856
FREQ,20.79,2020-07-13 16:52:11.453070
FSLY,89.36,2020-07-13 16:52:12.187666
TTD,468.09,2020-07-13 16:52:13.185124
PLUG,8.95,2020-07-13 16:52:14.122856
DOCU,205.7,2020-07-13 16:52:14.930072
AMZN,3319.16,2020-07-13 16:52:15.756846
AVLR,134.89,2020-07-13 16:52:16.583467
COUP,303.42,2020-07-13 16:52:17.355724
MSCI,376.13,2020-07-13 16:52:18.322893
ACAD,55.12,2020-07-13 16:52:19.480035
TDOC,233.73,2020-07-13 16:52:20.554591
PYPL,178.92,2020-07-13 16:52:21.304376
MKTX,540.0,2020-07-13 16:52:22.088007
NFLX,568.5,2020-07-13 16:52:23.224230
SPOT,281.02,2020-07-13 16:52:24.137803
ATVI,81.13,2020-07-13 16:52:25.703181
FTCH,20.67,2020-07-13 16:52:26.408265
UPWK,15.85,2020-07-13 16:52:27.279403
ESTC,94.22,2020-07-13 16:52:28.010928
OSTK,47.5,2020-07-13 16:57:13.746504
ZM,277.18,2020-07-13 16:57:14.628726
TSLA,1730.81,2020-07-13 16:57:15.452105
CLDR,12.15,2020-07-13 16:57:16.230622
FREQ,20.85,2020-07-13 16:57:17.199666
FSLY,89.76,2020-07-13 16:57:18.078445
TTD,468.65,2020-07-13 16:57:19.038434
PLUG,8.97,2020-07-13 16:57:20.071344
DOCU,205.5,2020-07-13 16:57:21.039752
AMZN,3314.08,2020-07-13 16:57:21.780130
AVLR,135.01,2020-07-13 16:57:22.579781
COUP,303.41,2020-07-13 16:57:23.587677
MSCI,376.04,2020-07-13 16:57:24.999564
ACAD,54.95,2020-07-13 16:57:25.755673
TDOC,233.67,2020-07-13 16:57:26.509075
PYPL,178.93,2020-07-13 16:57:27.342733
MKTX,539.99,2020-07-13 16:57:28.723333
NFLX,569.37,2020-07-13 16:57:29.563981
SPOT,280.43,2020-07-13 16:57:30.685489
ATVI,81.13,2020-07-13 16:57:31.609199
FTCH,20.8,2020-07-13 16:57:32.327996
UPWK,15.81,2020-07-13 16:57:33.071399
ESTC,94.34,2020-07-13 16:57:33.796654
OSTK,47.63,2020-07-13 17:13:34.518109
ZM,279.72,2020-07-13 17:13:35.378624
TSLA,1731.01,2020-07-13 17:13:36.344181
CLDR,12.14,2020-07-13 17:13:37.100487
FREQ,21.06,2020-07-13 17:13:37.965216
FSLY,88.81,2020-07-13 17:13:38.748580
TTD,468.6,2020-07-13 17:13:39.547541
PLUG,9.03,2020-07-13 17:13:40.384153
DOCU,205.96,2020-07-13 17:13:41.127543
AMZN,3301.25,2020-07-13 17:13:41.962733
AVLR,135.16,2020-07-13 17:13:42.753665
COUP,304.0,2020-07-13 17:13:43.490706
MSCI,376.65,2020-07-13 17:13:44.243448
ACAD,55.12,2020-07-13 17:13:45.029425
TDOC,234.86,2020-07-13 17:13:45.847937
PYPL,179.44,2020-07-13 17:13:46.630335
MKTX,539.27,2020-07-13 17:13:47.360976
NFLX,565.91,2020-07-13 17:13:48.273252
SPOT,280.34,2020-07-13 17:13:49.177110
ATVI,81.12,2020-07-13 17:13:50.201472
FTCH,20.81,2020-07-13 17:13:51.145565
UPWK,15.8,2020-07-13 17:13:51.889550
ESTC,94.81,2020-07-13 17:13:52.757942
OSTK,47.8,2020-07-13 17:18:43.143086
ZM,280.72,2020-07-13 17:18:43.898380
TSLA,1737.45,2020-07-13 17:18:44.952759
CLDR,12.16,2020-07-13 17:18:45.752410
FREQ,21.02,2020-07-13 17:18:46.817277
FSLY,88.95,2020-07-13 17:18:47.774418
TTD,469.36,2020-07-13 17:18:48.702336
PLUG,9.03,2020-07-13 17:18:49.447154
DOCU,205.9,2020-07-13 17:18:50.317116
AMZN,3306.06,2020-07-13 17:18:51.115324
AVLR,135.2,2020-07-13 17:18:51.902400
COUP,304.35,2020-07-13 17:18:52.650913
MSCI,376.79,2020-07-13 17:18:53.705805
ACAD,55.24,2020-07-13 17:18:54.567299
TDOC,234.88,2020-07-13 17:18:55.320867
PYPL,179.62,2020-07-13 17:18:56.241148
MKTX,538.41,2020-07-13 17:18:57.142329
NFLX,566.14,2020-07-13 17:18:57.925679
SPOT,280.44,2020-07-13 17:18:58.737967
ATVI,81.31,2020-07-13 17:18:59.576285
FTCH,20.82,2020-07-13 17:19:00.411104
UPWK,15.83,2020-07-13 17:19:01.173577
ESTC,94.95,2020-07-13 17:19:01.918437
OSTK,41.86,2020-07-14 12:15:16.980507
ZM,260.3,2020-07-14 12:15:18.025209
TSLA,1497.06,2020-07-14 12:15:18.928946
CLDR,11.35,2020-07-14 12:15:19.876881
FREQ,20.54,2020-07-14 12:15:20.732838
FSLY,83.2,2020-07-14 12:15:21.663279
TTD,430.63,2020-07-14 12:15:22.430482
PLUG,8.31,2020-07-14 12:15:23.343497
OSTK,41.86,2020-07-14 12:15:50.245452
ZM,260.3,2020-07-14 12:15:51.249478
TSLA,1497.06,2020-07-14 12:15:52.047844
CLDR,11.35,2020-07-14 12:15:52.827770
FREQ,20.54,2020-07-14 12:15:53.752669
FSLY,83.2,2020-07-14 12:15:54.757533
TTD,430.63,2020-07-14 12:15:55.492991
PLUG,8.31,2020-07-14 12:15:56.348310
DOCU,190.02,2020-07-14 12:15:57.350154
AMZN,3104.0,2020-07-14 12:15:58.128392
AVLR,126.9,2020-07-14 12:15:59.004800
COUP,283.01,2020-07-14 12:15:59.987635
MSCI,363.87,2020-07-14 12:16:00.857878
ACAD,52.32,2020-07-14 12:16:01.786365
TDOC,218.45,2020-07-14 12:16:02.529373
PYPL,171.51,2020-07-14 12:16:03.277646
MKTX,517.57,2020-07-14 12:16:04.080525
NFLX,525.5,2020-07-14 12:16:04.865966
SPOT,261.19,2020-07-14 12:16:05.742999
ATVI,77.95,2020-07-14 12:16:06.953971
FTCH,20.11,2020-07-14 12:16:07.902545
UPWK,14.56,2020-07-14 12:16:08.734960
ESTC,89.7,2020-07-14 12:16:09.574993
OSTK,43.3,2020-07-14 14:32:27.271511
ZM,263.28,2020-07-14 14:32:28.086399
TSLA,1529.53,2020-07-14 14:32:28.866811
CLDR,11.29,2020-07-14 14:32:29.707761
FREQ,20.12,2020-07-14 14:32:30.679799
FSLY,83.35,2020-07-14 14:32:31.508991
TTD,430.0,2020-07-14 14:32:32.265919
PLUG,8.36,2020-07-14 14:32:33.114308
DOCU,192.98,2020-07-14 14:32:33.913328
AMZN,3094.0,2020-07-14 14:32:34.628842
AVLR,125.75,2020-07-14 14:32:35.469847
COUP,284.82,2020-07-14 14:32:36.401210
MSCI,361.93,2020-07-14 14:32:37.237396
ACAD,52.67,2020-07-14 14:32:38.071926
TDOC,220.44,2020-07-14 14:32:38.906294
PYPL,168.87,2020-07-14 14:32:39.896618
MKTX,515.54,2020-07-14 14:32:40.846360
NFLX,513.84,2020-07-14 14:32:41.711329
SPOT,253.24,2020-07-14 14:32:42.724684
ATVI,77.05,2020-07-14 14:32:43.683578
FTCH,20.13,2020-07-14 14:32:44.756007
UPWK,14.17,2020-07-14 14:32:45.952044
ESTC,86.59,2020-07-14 14:32:46.687359
OSTK,44.26,2020-07-14 14:43:56.047658
ZM,263.99,2020-07-14 14:43:57.008151
TSLA,1585.81,2020-07-14 14:43:57.887019
CLDR,11.55,2020-07-14 14:43:58.790595
FREQ,20.26,2020-07-14 14:43:59.518959
